imei,sn,model,firmware,configuration,description,companyname,group,lastlogin
868446039731340,,FM36M1,01.13.09.Rev.00,,"No Company","Logifleet SA",,"2020-05-15 06:04:43"
868446039731365,,FM36M1,01.13.09.Rev.00,,"No Company","Logifleet SA",,"2020-05-14 12:42:39"
868446039731399,,FM36M1,01.13.09.Rev.00,,"No Company","Logifleet SA",,"2020-05-14 19:49:40"
868446039774340,,FM36M1,01.12.00.Rev.04,,"No Company","Logifleet SA",,"2020-05-12 11:40:00"
868446039774589,,FM36M1,01.12.00.Rev.04,,"No Company","Logifleet SA",,"2020-05-12 15:14:15"
867060035729041,1101073682,FM3001,,FM3001-ACC_NOIDLE-001.cfg,"Croix du Sud","Logifleet SA",5078.96,"2019-10-23 12:12:55"
867060035729223,1101074546,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,CZero,"Logifleet SA",5078.96,"2020-05-15 04:23:35"
867060035729454,1101074548,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,C3,"Logifleet SA",5078.96,"2020-05-15 00:47:13"
867060035730221,1101074550,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Leo,"Logifleet SA",5078.96,"2020-05-15 02:05:19"
867060035743703,1101073302,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Lyra,"Logifleet SA",5078.96,"2020-05-15 00:58:57"
867060035744388,1101074544,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Pegasus,"Logifleet SA",5078.96,"2020-05-15 00:51:30"
867060035746813,1101074736,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Flèche,"Logifleet SA",5078.96,"2020-05-14 22:06:03"
867060035751763,1101074547,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Hercule,"Logifleet SA",5078.96,"2020-05-15 05:28:04"
867060035753256,1101074545,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Hydra,"Logifleet SA",5078.96,"2020-05-15 04:44:18"
867060035754221,1101072690,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Scorpion,"Logifleet SA",5078.96,"2020-05-14 22:38:09"
867060035754312,1101073685,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Dragon,"Logifleet SA",5078.96,"2020-05-15 08:17:51"
867060035754692,1101072687,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Andromede,"Logifleet SA",5078.96,"2020-05-15 00:34:56"
867060035754718,1101073279,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Silvio,"Logifleet SA",5078.96,"2020-05-14 23:37:51"
867060035754973,1101072693,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Gemini,"Logifleet SA",5078.96,"2020-05-15 00:21:55"
867060035756051,1101073281,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Persée,"Logifleet SA",5078.96,"2020-05-15 00:38:38"
867060035756127,1101072691,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Apodis,"Logifleet SA",5078.96,"2020-05-15 01:07:16"
867060036628127,1101075381,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Pyxis,"Logifleet SA",5078.96,"2020-05-15 00:31:44"
867060036642524,1101075181,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Lynx,"Logifleet SA",5078.96,"2020-05-15 01:49:37"
867060036642821,1101073853,FM3001,03.18.15.Rev.00,"FM3001 - OBD RPM.cfg",Eridan,"Logifleet SA",5078.96,"2020-05-15 06:51:44"
867060036643027,1101075417,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Poupe,"Logifleet SA",5078.96,"2020-05-10 15:23:41"
867060036643894,1101075353,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Aquila,"Logifleet SA",5078.96,"2020-05-15 05:44:32"
867060036644298,1101075425,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Draco,"Logifleet SA",5078.96,"2020-05-14 21:38:47"
867060036644884,1101075039,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Meylan,"Logifleet SA",5078.96,"2020-05-15 01:53:19"
867060036651681,1101075185,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Vela,"Logifleet SA",5078.96,"2020-05-14 20:56:59"
867060036654677,1101075421,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Cassiopé,"Logifleet SA",5078.96,"2020-05-15 07:09:57"
867060035496690,1101076201,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,"Philippe Lelièvre (new)","Logifleet SA",5078.97,"2020-05-14 23:57:39"
867060035497417,1101076138,FM3001,,FM3001-OBDACC_IDLE-001.cfg,,"Logifleet SA",5078.97,"2019-08-13 08:04:59"
867060035742192,1101073280,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,RichardLoret-7,"Logifleet SA",5078.97,"2020-05-15 06:53:25"
867060035754296,1101073283,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,LionelPiza-4,"Logifleet SA",5078.97,"2020-05-15 00:32:58"
867060035754999,1101073285,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,NunoCosta-5,"Logifleet SA",5078.97,"2020-05-15 00:31:55"
867060035755038,1101073309,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,"Fabrice Gomes","Logifleet SA",5078.97,"2020-05-15 00:35:30"
867060035755400,1101073278,FM3001,,FM3001-ACC_NOIDLE-001.cfg,PhilippeLelièvre-6,"Logifleet SA",5078.97,"2019-03-27 09:05:21"
867060035755921,1101073303,FM3001,,FM3001-OBDACC_IDLE-001.cfg,,"Logifleet SA",5078.97,"2019-08-13 08:05:14"
867060035776257,1101073307,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,AbelTbatou-1,"Logifleet SA",5078.97,"2020-05-15 04:51:55"
867060036654834,1101073504,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,HasanOzturk-3,"Logifleet SA",5078.97,"2020-05-15 00:34:54"
867060036655773,1101073503,FM3001,,FM3001-OBDACC_IDLE-001.cfg,,"Logifleet SA",5078.97,"2019-08-13 08:05:01"
867060035472584,1101076209,FM3001,03.10.02.Rev.00,FM3001.cfg,,"Logifleet SA",5078.90,"2020-05-15 06:36:11"
867060035480074,1101076205,FM3001,,FM3001.cfg,,"Logifleet SA",5078.90,"2018-12-18 08:54:14"
867060035753645,1101072686,FM3001,03.18.15.Rev.00,FM3001.cfg,,"Logifleet SA",5078.84,"2020-05-15 06:08:25"
867060036619266,1101073499,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5078.84,"2020-05-15 06:46:29"
867060036644652,1101074933,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5078.84,"2020-05-15 08:27:30"
867060035479845,1101076214,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,"RO 405","Logifleet SA",5075.22,"2020-05-14 21:38:51"
867060035746425,1101074739,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,"RO 401","Logifleet SA",5075.22,"2020-05-15 06:45:43"
867060035753892,1101073306,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,"RO 404","Logifleet SA",5075.22,"2020-05-15 06:04:19"
867060035754320,1101073282,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,"RO 406","Logifleet SA",5075.22,"2020-05-15 01:58:08"
867060035756176,1101073284,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,"RO 402","Logifleet SA",5075.22,"2020-05-15 03:51:45"
867060036628150,1101075276,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,"RO 403","Logifleet SA",5075.22,"2020-05-14 20:48:28"
867060036644819,1101075180,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,"RO 410","Logifleet SA",5075.22,"2020-05-15 00:38:03"
862061046009428,1105855034,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.89,"2020-05-15 05:20:36"
862061046014303,1105855196,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.89,"2020-05-15 07:32:09"
862061046015755,1105855245,FMM130,03.25.10.Rev.175,FMM130-FW03.25.10.Rev.175_ID1.e-CFG001-STDTRCK.cfg,,"Logifleet SA",5078.89,"2020-01-29 15:45:56"
862061046015938,1105855202,FMM130,03.25.10.Rev.175,FMM130-FW03.25.10.Rev.175_ID1.e-CFG001-STDTRCK.cfg,,"Logifleet SA",5078.89,"2020-01-28 16:25:44"
862061046015946,1105855198,FMM130,03.25.10.Rev.175,FMM130-FW03.25.10.Rev.175_ID1.e-CFG001-STDTRCK.cfg,,"Logifleet SA",5078.89,"2020-01-28 16:35:13"
862061046110085,1104395858,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.89,"2020-05-15 00:36:28"
862061046125570,1105856104,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.89,"2020-05-15 02:12:03"
862061046126032,1104393792,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.89,"2020-05-14 23:00:52"
862061046126446,1105856072,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.89,"2020-05-15 01:13:29"
862061046126677,1105856066,FMM130,03.25.10.Rev.175,FMM130-FW03.25.10.Rev.175_ID1.e-CFG001-STDTRCK.cfg,,"Logifleet SA",5078.89,"2020-01-21 12:57:59"
862061046126826,1105856100,FMM130,03.25.10.Rev.175,FMM130-FW03.25.10.Rev.175_ID1.e-CFG001-STDTRCK.cfg,,"Logifleet SA",5078.89,"2020-01-28 16:12:53"
862061046127196,1105856098,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.89,"2020-05-15 02:20:30"
862061046127428,1105855580,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.89,"2020-05-15 04:32:33"
862061046128152,1104393793,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.89,"2020-05-15 01:04:11"
862061046130588,1105854526,FMM130,03.25.10.Rev.175,FMM130-FW03.25.10.Rev.175_ID1.e-CFG001-STDTRCK.cfg,,"Logifleet SA",5078.89,"2020-01-28 16:18:00"
862061046130752,1105854529,FMM130,03.25.10.Rev.175,FMM130-FW03.25.10.Rev.175_ID1.e-CFG001-STDTRCK.cfg,,"Logifleet SA",5078.89,"2020-01-28 16:29:33"
862061046156765,1105855774,FMM130,03.25.10.Rev.175,FMM130-FW03.25.10.Rev.175_ID1.e-CFG001-STDTRCK.cfg,,"Logifleet SA",5078.89,"2020-01-28 16:18:51"
862061046156815,1105855772,FMM130,03.25.10.Rev.175,FMM130-FW03.25.10.Rev.175_ID1.e-CFG001-STDTRCK.cfg,,"Logifleet SA",5078.89,"2020-01-28 16:15:00"
862061046167168,1105855770,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5078.89,"2020-05-15 01:44:37"
867060035753223,1101073686,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",PILOT,"2020-05-15 07:29:46"
867060036642599,1101075183,FM3001,,FM3001.cfg,,"Logifleet SA",PILOT,"2019-02-13 12:56:12"
867060038722845,1101713193,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",PILOT,"2020-05-14 21:51:58"
867060035753280,1101074100,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.10,"2020-05-15 01:28:53"
867060035753504,1101073690,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.10,"2020-05-15 07:27:59"
867060035755129,1101073652,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.10,"2020-05-15 00:37:55"
867060036641781,1101075035,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.10,"2020-05-14 23:37:30"
867060036641831,1101073461,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,Alex,"Logifleet SA",5079.10,"2020-05-15 01:41:18"
867060036642342,1101075042,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.10,"2020-05-15 01:09:39"
867060036644967,1101075037,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.10,"2020-05-15 00:52:42"
867060035480108,1101076279,FM3001,03.10.02.Rev.00,FM3001.cfg,,"Logifleet SA",5079.13,"2020-05-15 02:24:09"
867060035495197,1101076137,FM3001,03.10.02.Rev.00,FM3001.cfg,,"Logifleet SA",5079.13,"2020-05-15 06:47:51"
867060035497466,1101076280,FM3001,03.10.02.Rev.00,FM3001.cfg,,"Logifleet SA",5079.13,"2020-05-15 03:39:14"
867060035746995,1101074750,FM3001,03.10.02.Rev.00,FM3001.cfg,,"Logifleet SA",5079.13,"2020-05-15 03:41:56"
867060035753348,1101074095,FM3001,03.10.02.Rev.00,FM3001.cfg,,"Logifleet SA",5079.13,"2020-05-15 03:46:55"
867060035753454,1101073198,FM3001,03.10.02.Rev.00,FM3001.cfg,,"Logifleet SA",5079.13,"2020-05-15 07:50:57"
867060035754791,1101073692,FM3001,03.10.02.Rev.00,FM3001.cfg,,"Logifleet SA",5079.13,"2020-05-15 03:54:13"
867060035755889,1101073208,FM3001,03.10.02.Rev.00,FM3001.cfg,,"Logifleet SA",5079.13,"2020-05-15 03:57:17"
867060036631287,1101073459,FM3001,03.10.02.Rev.00,FM3001.cfg,,"Logifleet SA",5079.13,"2020-05-15 08:01:28"
867060036631956,1101073407,FM3001,03.10.02.Rev.00,FM3001.cfg,,"Logifleet SA",5079.13,"2020-05-14 21:48:56"
862061046147947,1104350115,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5079.23,"2020-05-14 23:00:09"
862061046164041,1104350120,FMU130,03.25.10.Rev.175,TLT-FMM130-03.25.10.r.175_ID1.e-02-StTk.cfg,,"Logifleet SA",5079.23,"2020-05-15 08:14:52"
867060035730254,1101074549,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,"Fuso Nr.2 (Bruno)","Logifleet SA",5079.23,"2020-05-14 21:27:18"
867060035754742,1101073691,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,MAN,"Logifleet SA",5079.23,"2020-05-15 01:24:13"
867060035755160,1101073194,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,"Fuso Nr.5 (Othmar)","Logifleet SA",5079.23,"2020-05-15 01:37:22"
867060036642946,1101075395,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,"Fuso Nr.1 (Zwick)","Logifleet SA",5079.23,"2020-05-15 03:06:47"
867060038028045,1101714488,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.23,"2020-05-15 02:56:00"
867060038722225,1101713447,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.23,"2019-10-24 11:23:40"
867060038745978,1101712709,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,"FM3001 2019-03-21 13:42:19","Logifleet SA",5079.23,"2020-05-14 23:41:50"
867060035480397,1101076203,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 07:25:25"
867060037100597,1101345338,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 03:02:24"
867060037399959,1101333802,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 04:29:11"
867060037400732,1101345047,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 02:29:52"
867060037403934,1101332972,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 02:37:37"
867060037413826,1101333819,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 07:47:49"
867060037414527,1101333119,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 07:13:56"
867060037424021,1101331105,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-07 14:32:45"
867060037424567,1101332097,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 02:35:45"
867060037428667,1101332954,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 08:10:53"
867060037541824,1101638161,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-14 22:31:59"
867060037649783,1101345417,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-14 22:52:49"
867060037650823,1101345398,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-14 22:06:00"
867060037660251,1101344837,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 07:41:18"
867060037662778,1101345449,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-14 20:48:45"
867060037719693,1101505755,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 02:43:46"
867060037721764,1101505740,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-14 21:42:16"
867060037741895,1101331393,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-14 21:04:56"
867060038706301,1101638805,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 02:49:42"
867060038707176,1101639014,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-14 21:29:10"
867060038707549,1101635999,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 07:42:30"
867060038708786,1101638547,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 04:25:48"
867060038715963,1101638544,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-14 22:52:54"
867060038716201,1101638703,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-14 09:33:46"
867060038717456,1101639217,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 01:41:51"
867060038717977,1101638900,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 04:13:18"
867060038718397,1101639106,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 06:00:45"
867060038718702,1101638255,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 01:07:32"
867060038718728,1101638224,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2019-05-22 08:14:41"
867060038719221,1101636142,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 08:24:35"
867060038724767,1101638260,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 08:17:57"
867060038727570,1101638543,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 06:45:45"
867060038728206,1101638562,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-14 20:32:09"
867060038728867,1101636045,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 03:46:58"
867060038729097,1101635681,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 02:33:41"
867060038734980,1101635596,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-14 14:30:12"
867060038737678,1101638228,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 03:06:48"
867060038737991,1101638229,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 02:20:04"
867060038738155,1101638257,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-14 23:50:12"
867060038738197,1101638230,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 04:06:18"
867060038738320,1101639076,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-14 23:05:34"
867060038749855,1101639248,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 04:07:08"
867060038752982,1101638896,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 07:18:38"
867060039058793,1101713058,FM3001,03.18.23.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 01:13:10"
867060039101387,1101638383,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-14 22:52:42"
867060039101676,1101635868,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 02:32:07"
867060039130170,1101638449,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-14 22:41:22"
867060039142944,1101638966,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-14 22:04:46"
867060039143066,1101635949,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-14 23:05:18"
867060039143504,1101638580,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.26,"2020-05-15 03:02:47"
867060037096704,1101333035,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.29,"2020-05-15 00:57:47"
867060037403926,1101332332,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.29,"2020-05-14 23:01:08"
867060037423809,1101331422,FM3001,03.10.02.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.29,"2020-05-15 07:36:16"
867060037097116,1101332833,FM3001,,FM3001-PRD-CAR-VOLT_132_30-001.cfg,,"Logifleet SA",5079.16,"2019-03-01 07:28:41"
867060037402746,1101333326,FM3001,,FM3001-PRD-CAR-VOLT_132_30-001.cfg,,"Logifleet SA",5079.16,"2019-03-01 07:28:39"
867060037403215,1101331230,FM3001,,FM3001-PRD-CAR-VOLT_132_30-001.cfg,"FM3001 I","Logifleet SA",5079.16,"2019-03-01 07:28:26"
867060035754304,1101073680,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.25,"2020-05-15 01:55:44"
867060037663354,1101345397,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.25,"2020-01-07 14:15:23"
867060038706582,1101636273,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.25,"2020-05-15 02:26:27"
867060036636922,1101712643,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.31,"2019-10-29 23:02:52"
867060037541956,1101712649,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.31,"2020-05-14 23:18:31"
867060038018285,1101714568,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.31,"2019-06-11 17:51:11"
867060038018764,1101714601,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.31,"2019-07-31 09:02:05"
867060038027138,1101714276,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.31,"2020-05-15 07:09:35"
867060038027146,1101714275,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.31,"2020-05-15 04:09:13"
867060038028359,1101714518,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.31,"2020-05-14 23:17:28"
867060038028763,1101714521,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.31,"2020-05-14 23:31:43"
867060038029175,1101712982,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.31,"2020-05-15 07:08:28"
867060038708901,1101713463,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.31,"2020-05-14 23:26:52"
867060038722373,1101712835,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.31,"2019-11-26 10:49:19"
867060038722431,1101712838,FM3001,03.18.15.Rev.00,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.31,"2020-05-14 23:28:11"
867060038746646,1101713460,FM3001,,FM3001-ACC_NOIDLE-001.cfg,,"Logifleet SA",5079.31,"2019-04-05 07:01:18"
